"22086022","Completed","212.186.128.243","10/18/2024 10:45:45","0","69","1","","","","","","","","","AT","9","1","1","","","","","4","1","","","","","1","","1","4","4","4","4","4","1","1","1","1","","","1","1","2","1","2","2","2","3",""
"22086023","Completed","178.165.192.170","10/18/2024 10:46:29","0","168","1","","","","","","","","","AT","9","1","","1","","","1","3","1","","","1","1","","","2","5","4","4","5","3","1","1","1","1","1","1","1","3","2","1","3","2","1","2",""
"22086024","Completed","2001:871:21d:31e:e00f:c976:ebcd:2b78","10/18/2024 10:48:08","0","201","1","","","","","","","","","AT","1","2","","1","","","","1","","1","","","1","","1","5","4","2","2","2","4","2","","1","1","","","2","2","3","1","3","2","2","3",""
"22086025","Completed","185.164.115.103","10/18/2024 10:49:49","0","198","1","","","","","","","","","AT","7","1","1","1","","","1","4","1","","","1","","1","","3","5","4","4","4","3","2","","1","","1","","1","2","3","3","2","2","2","1",""
"22086026","Completed","2a02:810d:4d40:454:41e0:bcb2:cce4:f301","10/18/2024 10:50:04","0","176","1","","","","","","","","","DE","BY","2","","1","1","","","2","1","","1","1","1","","1","1","5","4","2","4","4","1","1","1","1","1","1","1","2","2","1","2","2","2","2",""
"22086027","Completed","185.66.51.191","10/18/2024 10:50:33","0","146","1","","","","","","","","","AT","7","2","","1","","","","4","1","","1","1","1","","","3","4","4","4","4","3","1","1","1","","","","1","2","2","1","2","2","2","4",""
"22086028","Completed","213.162.73.247","10/18/2024 10:53:20","0","200","1","","","","","","","","","AT","6","1","","1","","","","4","","","1","1","","","","3","4","4","4","4","4","2","","1","1","","1","2","3","3","2","3","2","2","1",""
"22086029","Completed","213.162.81.64","10/18/2024 10:54:50","0","118","1","","","","","","","","","AT","7","1","1","1","1","","","4","1","","","1","1","1","","2","5","3","4","3","2","1","","","","","1","1","3","2","1","3","2","2","1",""
"22086030","Started","2003:dc:c709:fc00:9129:b06c:347:bc9c","10/18/2024 10:55:31","0","117","1","","","","","","","","","DE","BY","1","","","1","","","4","1","","","1","","","","2","5","5","4","2","2","1","1","","","","1","1","","","","","","","",""
"22086031","Completed","213.142.97.186","10/18/2024 10:56:00","0","784","1","","","","","","","","","AT","9","1","","","1","","","4","1","1","1","1","1","1","","5","5","4","3","4","3","2","","1","1","","1","2","2","2","3","4","2","2","1",""
"22086032","Started","2001:4bc9:802:9314:c08b:b64d:29b2:f7b9","10/18/2024 10:59:26","0","23","1","","","","","","","","","AT","9","1","","1","","","","4","","1","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"22086034","Completed","82.218.20.119","10/18/2024 11:01:12","0","134","1","","","","","","","","","AT","3","2","","1","","","","4","1","","","1","","1","","3","3","4","3","4","3","2","1","1","","1","","1","2","2","2","3","2","2","1",""
"22086035","Completed","2a02:3033:212:ccf1:d81a:8347:95e8:5445","10/18/2024 11:07:10","0","195","1","","","","","","","","","DE","BY","1","","1","","","","2","1","","","","1","1","","3","5","4","4","4","3","2","1","1","1","","1","2","2","2","1","1","2","2","2",""
"22086058","Completed","2a02:810d:1300:2d2c:2894:1171:82f1:94b8","10/18/2024 11:15:38","0","223","1","","","","","","","","","DE","BY","2","","1","","","","1","1","","","1","","1","","3","5","4","4","5","3","2","1","1","","1","1","2","2","2","1","1","2","2","2",""
"22086059","Completed","178.190.225.51","10/18/2024 11:16:16","0","128","1","","","","","","","","","AT","9","1","","","","1","","4","1","","","","","","1","3","4","5","2","2","2","2","","","","1","","2","4","3","3","1","2","2","1",""
"22086060","Completed","2a02:8389:41c6:c280:aa78:3357:7bcc:ade8","10/18/2024 11:19:11","0","203","1","","","","","","","","","AT","8","1","","1","","","","1","1","","1","1","1","","","2","5","3","5","5","3","1","1","1","","1","1","1","3","2","1","2","2","2","1",""
"22086062","Completed","2001:4ca0:0:f294:25b5:d82d:15be:3b43","10/18/2024 11:21:17","0","145","1","","","","","","","","","DE","BY","1","","","","1","1","4","1","","","1","","1","","4","5","4","1","4","1","2","1","","","1","1","2","2","2","2","2","2","2","2",""
"22086064","Completed","212.186.128.243","10/18/2024 11:28:02","0","79","1","","","","","","","","","AT","9","2","","","","","1","2","1","","","","","1","","1","4","4","4","5","3","1","1","","","1","","1","1","1","1","1","3","1","2",""
"22086065","Completed","212.186.128.243","10/18/2024 11:29:52","0","64","1","","","","","","","","","AT","9","1","","","","1","","4","","1","","","1","1","","1","4","4","4","4","2","1","1","1","","","","1","1","1","1","1","2","1","1",""
"22086066","Completed","2a02:61e0:1083:ea04:b821:db95:71d1:ad54","10/18/2024 11:31:55","0","231","1","","","","","","","","","AT","7","1","","1","","1","","4","1","","","1","1","1","","1","5","4","5","4","3","1","","1","","1","1","1","2","2","2","3","2","1","1",""
"22086068","Completed","2001:4bc9:b47:58a5:300e:a5af:5598:b605","10/18/2024 11:32:59","0","235","1","","","","","","","","","AT","7","1","","","1","","","4","1","","","","","1","","5","5","5","3","5","3","2","1","1","1","1","1","2","2","2","1","1","2","2","1",""
"22086069","Completed","2a02:3033:602:2324:add7:11b9:e53c:daa2","10/18/2024 11:35:34","0","144","1","","","","","","","","","DE","BY","2","","1","","1","1","2","","1","1","1","1","","","3","4","5","3","4","2","1","1","","","","1","1","2","2","1","2","2","1","2",""
"22086070","Completed","188.192.239.103","10/18/2024 11:36:18","0","211","1","","","","","","","","","DE","BY","1","","1","","","1","4","1","","","1","","","","3","4","5","2","3","3","2","1","","","","","1","3","3","3","3","2","1","2",""
"22086071","Completed","2a02:3037:273:b572:9cc3:cabe:e9e6:182b","10/18/2024 11:37:26","0","131","1","","","","","","","","","DE","","1","","1","","","","4","","1","","1","1","1","","3","5","3","2","4","2","1","","","","","1","1","2","2","1","1","2","2","2",""
"22086103","Completed","89.144.222.210","10/18/2024 11:58:56","0","4521","1","","","","","","","","","AT","9","1","","1","1","","","3","1","","","1","1","","","3","5","4","5","4","2","1","","1","","","1","1","2","3","1","2","2","2","1",""
"22086140","Completed","185.221.157.241","10/18/2024 12:27:03","0","323","1","","","","","","","","","NL","UT","1","","","","1","","4","1","1","","","","","","3","3","2","","","3","2","","1","","","","2","4","3","3","3","2","2","1",""
"22086141","Started","2001:4bc9:816:c41:88d2:28b:b771:7115","10/18/2024 12:32:20","0","105","1","","","","","","","","","AT","4","1","","1","","","","4","1","","","1","","1","","3","5","3","2","4","","2","","","","","1","1","","","","","","","",""
"22086224","Completed","77.119.215.199","10/18/2024 13:17:26","0","125","1","","","","","","","","","AT","9","2","","1","","","","2","","1","","1","1","","","3","3","3","3","3","3","2","","","","","1","2","3","3","3","3","3","1","3",""
"22086225","Completed","2a09:bac3:f1:1c46::2d1:22","10/18/2024 13:18:35","0","83","1","","","","","","","","","AT","9","2","","","1","","","2","1","","","","","1","1","3","2","3","5","3","4","1","1","1","1","","1","1","2","3","1","1","6","2","2",""
"22086227","Completed","77.119.215.199","10/18/2024 13:20:07","0","91","1","","","","","","","","","AT","9","2","","","1","","","3","1","","","","","1","","2","4","4","4","5","4","1","1","1","","","","1","2","2","1","2","4","2","4",""
"22086228","Completed","77.119.215.199","10/18/2024 13:23:08","0","535","1","","","","","","","","","AT","9","1","","1","","","1","4","1","","","","","1","","2","5","5","3","3","4","1","1","","","","1","1","2","1","1","2","5","1","1",""
"22086321","Completed","2001:4bc9:b40:f505:24af:c0a:a424:1427","10/18/2024 14:30:02","0","152","1","","","","","","","","","AT","7","1","","","","1","1","1","","1","","1","1","1","","1","5","3","4","3","3","2","","1","","","1","1","2","2","1","2","2","1","1",""
"22086328","Completed","81.223.55.2","10/18/2024 14:39:51","0","349","1","","","","","","","","","AT","9","1","","1","","","","4","","1","","1","","","","3","5","5","2","5","2","1","1","","","1","","1","2","2","1","3","5","1","6",""
"22086329","Completed","195.185.106.170","10/18/2024 14:41:07","0","184","1","","","","","","","","","DE","HE","1","","","","1","1","4","1","","","1","","","","3","5","5","5","2","5","1","1","1","1","","1","1","2","2","1","2","3","2","2",""
"22086374","Completed","89.144.204.7","10/18/2024 14:47:37","0","124","1","","","","","","","","","AT","9","1","","","1","","","4","","1","","1","","1","","4","4","4","","","3","2","","1","1","","1","2","3","3","3","3","3","1","1",""
"22086375","Completed","178.165.173.176","10/18/2024 14:47:46","0","103","1","","","","","","","","","AT","","1","","1","","","","4","1","","","","","1","","2","5","3","3","4","5","1","","1","","","1","1","2","1","1","1","2","1","1",""
"22086379","Started","194.208.45.141","10/18/2024 14:53:48","0","33","1","","","","","","","","","AT","8","1","1","1","","","","4","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","",""
"22086383","Completed","178.165.173.176","10/18/2024 15:02:28","0","76","1","","","","","","","","","AT","","2","","1","1","","","2","1","","","","1","1","1","2","4","4","5","4","5","1","1","1","1","1","1","1","2","2","1","2","3","1","3",""
"22086385","Completed","178.165.173.176","10/18/2024 15:03:53","0","71","1","","","","","","","","","AT","","1","","","1","","","4","1","","","","","1","","1","4","4","4","4","4","1","","","","","1","1","1","2","1","2","3","2","1",""
"22086392","Completed","2600:1001:b03d:99a7:cdc8:1eee:4baa:1a61","10/18/2024 15:07:45","0","194","1","","","","","","","","","US","NJ","1","1","1","1","","","4","1","","1","1","1","1","","4","3","4","3","5","2","1","1","","","1","1","2","3","2","2","3","2","2","1",""
"22086395","Completed","2a02:810d:2840:28d0:802b:1261:93dc:6e35","10/18/2024 15:09:57","0","147","1","","","","","","","","","DE","BY","1","","","","1","","4","","1","","1","","1","","1","3","3","2","5","2","2","","","","","1","1","2","2","1","1","1","1","1",""
"22086480","Completed","2001:9e0:8810:5701:bcba:7d3f:4def:20a","10/18/2024 15:18:17","0","107","1","","","","","","","","","NL","ZH","1","","1","1","1","1","4","1","1","1","1","","1","","2","5","4","3","3","3","1","1","","","","1","1","2","2","1","2","","2","1",""
"22086574","Completed","78.104.224.132","10/18/2024 15:52:46","0","112","1","","","","","","","","","AT","2","1","1","","","","","4","1","","","","","1","","4","5","5","","5","","1","1","","","1","1","1","2","4","1","2","2","1","2",""
"22086575","Completed","78.104.229.117","10/18/2024 15:53:00","0","194","1","","","","","","","","","AT","2","1","","1","","","","4","1","","","1","","1","","2","5","4","2","4","2","1","1","","","1","1","1","2","2","1","2","3","2","2",""
"22086576","Completed","78.104.224.132","10/18/2024 15:55:02","0","115","1","","","","","","","","","AT","2","1","","1","1","1","1","4","1","","1","1","1","","","1","3","5","1","3","","1","1","","","1","1","1","2","2","1","1","3","2","1",""
"22086583","Completed","213.147.166.185","10/18/2024 15:55:51","0","158","1","","","","","","","","","AT","9","1","","","1","","","4","1","1","","","","1","","3","4","4","5","4","4","1","1","","1","","1","1","2","2","1","2","3","2","1",""
"22086688","Completed","178.165.173.176","10/18/2024 16:35:46","0","75","1","","","","","","","","","AT","","2","","1","","","1","3","1","","","1","","1","1","2","3","3","4","3","4","1","","1","","1","1","1","2","2","1","2","6","1","3",""
"22086692","Completed","178.165.173.176","10/18/2024 16:37:42","0","64","1","","","","","","","","","AT","","2","","","1","","","2","","1","","1","","1","","2","2","3","2","2","2","1","1","","","","","1","3","2","1","3","3","2","2",""
"22086775","Completed","212.186.128.243","10/18/2024 16:55:11","0","45","1","","","","","","","","","AT","9","1","","","1","","","4","1","","","","","1","","1","4","4","4","4","2","1","1","","","1","","1","1","1","1","1","3","1","1",""
"22086776","Completed","212.186.128.243","10/18/2024 16:56:11","0","67","1","","","","","","","","","AT","9","2","1","","","","","4","1","","","","","1","","1","2","5","4","5","2","1","","1","","1","","1","2","2","1","2","1","2","4",""
"22086777","Completed","212.186.128.243","10/18/2024 16:57:24","0","72","1","","","","","","","","","AT","9","2","","","","1","","1","","1","","1","","","","2","2","5","2","4","3","1","1","","","","","1","2","2","3","1","2","2","1",""
"22086911","Completed","178.115.63.146","10/18/2024 17:25:56","0","57","1","","","","","","","","","AT","9","1","","1","","","","4","1","","","","","1","","2","5","4","3","3","4","1","1","","1","","1","","2","2","1","2","5","2","1",""
"22086913","Completed","178.115.63.146","10/18/2024 17:27:08","0","68","1","","","","","","","","","AT","9","2","","1","1","","","3","1","","","1","","1","","2","4","3","3","3","3","1","","1","1","","1","1","3","2","1","3","3","3","6",""
"22086916","Completed","178.115.63.146","10/18/2024 17:29:05","0","69","1","","","","","","","","","AT","9","2","","1","","","","1","1","","","","1","","1","2","5","3","3","3","4","1","","1","","","1","1","2","2","1","3","4","2","4",""
"22086917","Completed","2a09:bac3:4d7e:1c46::2d1:45","10/18/2024 17:30:41","1","358","1","","","","","","","","","NL","NH","2","","1","","","","3","1","","","","","1","","3","2","4","5","3","4","1","1","1","1","","1","1","","1","","2","4","1","6",""
"22086918","Completed","178.115.63.146","10/18/2024 17:30:59","0","70","1","","","","","","","","","AT","9","1","","1","","","","4","","1","","","","1","","4","5","3","4","3","4","1","","1","","","1","1","2","3","1","3","3","1","2",""
"22087502","Completed","41.66.98.157","10/18/2024 19:56:25","0","138","1","","","","","","","","","AT","9","1","","1","","","1","1","1","","","1","","1","","4","2","4","3","5","2","2","","","","1","","2","4","2","1","2","2","2","1",""
"22088296","Completed","94.198.136.93","10/18/2024 22:34:18","0","319","1","","","","","","","","","AT","7","1","","1","","","","4","","1","","1","","1","","5","3","4","3","4","3","2","1","","","1","","2","1","2","2","4","2","2","1",""
"22088322","Completed","94.198.136.93","10/18/2024 22:35:27","0","199","1","","","","","","","","","AT","7","1","","1","","","","4","","1","1","1","1","","","4","4","3","4","4","4","2","","1","1","","1","2","3","3","3","3","2","2","1",""
"22088538","Completed","83.175.99.79","10/18/2024 22:56:41","0","215","1","","","","","","","","","AT","7","1","","","","","1","1","","1","","1","","","","5","4","","2","3","3","2","1","1","1","1","1","2","2","2","1","3","4","1","1",""
"22089956","Completed","212.186.128.243","10/19/2024 12:47:56","0","131","1","","","","","","","","","AT","9","2","","1","","","","3","1","","","","1","","","2","2","4","3","5","3","1","1","","","1","","1","2","2","3","2","2","2","3",""
"22089957","Completed","212.186.128.243","10/19/2024 12:50:23","0","93","1","","","","","","","","","AT","9","2","","","1","","","3","","1","","1","","1","","1","2","5","4","5","4","1","1","1","","1","","1","1","2","1","2","2","1","3",""
"22089958","Completed","212.186.128.243","10/19/2024 12:52:06","0","71","1","","","","","","","","","AT","9","1","","","1","","1","4","1","1","","1","","1","","1","5","5","3","5","4","1","1","","1","","1","1","1","1","1","1","2","1","1",""
"22089959","Completed","212.186.128.243","10/19/2024 13:04:28","0","751","1","","","","","","","","","AT","9","1","1","1","","","","4","1","","","","","1","","3","5","4","2","5","4","1","1","1","","1","","1","2","2","1","1","4","2","1",""
"22090048","Completed","212.186.128.243","10/19/2024 13:44:04","0","129","1","","","","","","","","","AT","9","2","","","1","","","3","1","","","","1","1","","2","4","4","5","5","5","1","","1","1","1","","1","2","2","3","2","3","1","2",""
"22090050","Completed","212.186.128.243","10/19/2024 13:49:51","0","266","1","","","","","","","","","AT","9","1","","","1","1","","4","","1","","","1","","","4","5","4","4","2","5","1","","","1","","1","1","3","2","3","4","3","1","1",""
"22090051","Completed","212.186.128.243","10/19/2024 14:00:01","0","96","1","","","","","","","","","AT","9","2","","1","","","","2","1","","1","","1","","1","1","3","1","4","5","5","1","","1","1","1","","1","2","2","1","2","4","2","3",""
"22090081","Completed","193.171.77.3","10/19/2024 14:17:13","0","94","1","","","","","","","","","AT","7","1","","1","","","1","4","1","","","1","1","","","3","5","5","2","","","1","1","","","","1","1","3","2","1","2","2","1","1",""
"22090083","Completed","193.171.77.3","10/19/2024 14:18:42","0","38","1","","","","","","","","","AT","7","1","","","","","1","3","1","","1","","1","","","1","3","4","2","4","5","2","","","","1","","1","2","4","2","5","5","3","3",""
"22090084","Completed","193.171.77.3","10/19/2024 14:19:22","0","46","1","","","","","","","","","AT","7","2","","","","1","","1","","1","","1","","","","4","2","1","1","3","4","2","","1","1","","","1","2","3","3","5","3","2","5",""
"22090085","Completed","193.171.77.3","10/19/2024 14:20:13","0","43","1","","","","","","","","","AT","7","2","","","","1","","2","1","","","","","","1","2","2","4","3","4","5","2","","1","1","1","","2","2","2","2","4","3","1","2",""
"22090086","Completed","193.171.77.3","10/19/2024 14:21:03","0","48","1","","","","","","","","","AT","7","1","","","1","","","3","1","","","","","1","","4","3","3","2","4","1","1","","","","1","","2","3","2","2","3","4","1","3",""
"22090087","Completed","93.82.113.233","10/19/2024 14:21:44","0","156","1","","","","","","","","","AT","7","1","","","","1","1","4","1","","","","1","","","4","3","","","4","","2","","","1","","1","2","2","3","3","3","2","1","1",""
"22090088","Completed","93.82.113.233","10/19/2024 14:24:18","0","51","1","","","","","","","","","AT","7","1","","","","1","1","4","1","","","","","1","","4","3","4","4","3","3","2","","","","","1","2","4","4","3","3","2","3","1",""
"22090340","Completed","84.115.226.141","10/19/2024 15:45:56","0","191","1","","","","","","","","","AT","9","1","","1","1","","","4","1","","","1","","1","","3","5","5","2","3","2","1","1","","","1","1","1","2","3","3","3","2","2","2",""
"22090447","Completed","80.208.64.121","10/19/2024 16:25:27","0","155","1","","","","","","","","","DK","85","2","1","","","","","2","1","","1","1","1","","","1","4","2","2","4","1","2","","","","1","","2","1","1","1","2","4","1","2",""
"22090547","Completed","80.187.86.18","10/19/2024 16:59:04","0","310","1","","","","","","","","","DE","BY","1","","1","","","","4","1","","","","","1","","2","4","5","3","5","4","1","1","1","1","1","1","1","3","2","1","2","2","2","2",""
"22090865","Completed","2a00:fbc:e926:79e4:59cb:a496:afa7:e7b","10/19/2024 19:08:58","0","231","1","","","","","","","","","DE","","1","","","1","","","4","1","","","","","1","","1","4","4","3","4","2","1","","","","1","1","1","2","3","1","2","2","2","2",""
"22092706","Completed","77.119.199.233","10/20/2024 11:32:25","0","64","1","","","","","","","","","AT","9","1","","","1","","","4","1","","","1","","","","3","3","3","3","4","4","1","","1","","","","1","2","2","1","2","3","2","1",""
